Date,Description,Amount,Category,Account
2025-12-04,Payroll deposit,-122.36,Salary,Savings
2025-12-04,Internet service bill,119.1,Utilities,Savings
2025-12-04,Food market transaction,-353.94,Groceries,Checking
2025-12-04,Employer paycheck,-375.06,Salary,Credit Card
2025-12-04,Supermarket shopping,-65.95,Groceries,Savings
2025-12-04,Payroll deposit,434.6,Salary,Credit Card
2025-12-04,Landlord payment,147.97,Rent,Savings
2025-12-04,Housing rent transfer,72.72,Rent,Savings
2025-12-04,Wages direct deposit,-5.84,Salary,Credit Card
2025-12-04,Rental fee,-371.07,Rent,Savings
2025-12-04,Payroll deposit,-26.0,Salary,Credit Card
2025-12-04,Supermarket shopping,-191.86,Groceries,Credit Card
2025-12-04,Gas bill payment,-297.82,Utilities,Savings
2025-12-04,Wages direct deposit,-410.72,Salary,Checking
2025-12-04,Grocery store purchase,204.8,Groceries,Savings
2025-12-04,Supermarket shopping,430.08,Groceries,Savings
2025-12-04,Weekly grocery run,-408.44,Groceries,Credit Card
2025-12-04,Weekly grocery run,-373.41,Groceries,Checking
2025-12-04,Gas bill payment,-213.0,Utilities,Savings
2025-12-04,Water utility payment,373.04,Utilities,Savings
2025-12-04,Freelance income,298.92,Unspecified,Checking
2025-12-04,Landlord payment,-39.42,Rent,Checking
2025-12-04,Freelance income,22.57,Salary,Savings
2025-12-04,Electricity bill payment,368.18,Utilities,Checking
2025-12-04,Rental fee,-71.6,Unspecified,Credit Card
2025-12-04,Employer paycheck,221.0,Unspecified,Savings
2025-12-04,Monthly rent payment,61.87,Rent,Unspecified
2025-12-04,Gas bill payment,-163.91,Utilities,Credit Card
2025-12-04,Restaurant dining,387.9,Entertainment,Checking
2025-12-04,Wages direct deposit,-235.04,Salary,Credit Card
2025-12-04,Landlord payment,-137.84,Rent,Checking
2025-12-04,Landlord payment,-9.25,Rent,Checking
2025-12-04,Streaming service subscription,253.59,Entertainment,Checking
2025-12-04,Grocery store purchase,-485.54,Groceries,Savings
2025-12-04,Landlord payment,20.4,Rent,Credit Card
2025-12-04,Phone bill payment,-248.79,Utilities,Checking
2025-12-04,Grocery store purchase,-110.94,Groceries,Savings
2025-12-04,Restaurant dining,-185.5,Entertainment,Checking
2025-12-04,Apartment lease payment,326.02,Rent,Checking
2025-12-04,Monthly rent payment,203.75,Rent,Savings
2025-12-04,Gas bill payment,-297.82,Utilities,Savings
2025-12-04,Payroll deposit,255.01,Unspecified,Savings
2025-12-04,Amusement park visit,-217.0,Entertainment,Checking
2025-12-04,Freelance income,116.28,Salary,Savings
2025-12-04,Convenience store purchase,-86.0,Groceries,Credit Card
2025-12-04,Phone bill payment,44.43,Utilities,Credit Card
2025-12-04,Streaming service subscription,220.87,Entertainment,Savings
2025-12-04,Food market transaction,-117.76,Groceries,Savings
2025-12-04,Concert ticket purchase,119.59,Entertainment,Credit Card
2025-12-04,Restaurant dining,136.0,Entertainment,Savings
2025-12-04,Phone bill payment,-150.69,Unspecified,Checking
2025-12-04,Apartment lease payment,244.89,Rent,Credit Card
2025-12-04,Electricity bill payment,202.62,Utilities,Credit Card
2025-12-04,Amusement park visit,38862.0,Entertainment,Credit Card
2025-12-04,Concert ticket purchase,225.28,Unspecified,Savings
2025-12-04,Freelance income,429.0,Salary,Savings
2025-12-04,Gas bill payment,-66.69,Utilities,Savings
2025-12-04,Amusement park visit,-359.19,Entertainment,Savings
2025-12-04,Monthly rent payment,102.19,Rent,Checking
2025-12-04,Unspecified,-8702.0,Unspecified,Checking
2025-12-04,Apartment lease payment,312.76,Rent,Checking
2025-12-04,Employer paycheck,179.31,Salary,Credit Card
2025-12-04,Rental fee,439.53,Unspecified,Savings
2025-12-04,Freelance income,495.53,Salary,Savings
2025-12-04,Food market transaction,104.87,Groceries,Checking
2025-12-04,Housing rent transfer,132.94,Unspecified,Savings
2025-12-04,Phone bill payment,372.0,Utilities,Savings
2025-12-04,Landlord payment,-493.0,Rent,Checking
2025-12-04,Convenience store purchase,-220.33,Unspecified,Credit Card
2025-12-04,Restaurant dining,-23882.0,Entertainment,Credit Card
2025-12-04,Amusement park visit,-16.24,Entertainment,Checking
2025-12-04,Housing rent transfer,274.96,Rent,Credit Card
2025-12-04,Food market transaction,10.42,Groceries,Credit Card
2025-12-04,Internet service bill,302.83,Utilities,Credit Card
2025-12-04,Phone bill payment,-160.23,Utilities,Savings
2025-12-04,Convenience store purchase,464.7,Groceries,Credit Card
2025-12-04,Concert ticket purchase,-332.42,Entertainment,Savings
2025-12-04,Monthly rent payment,296.23,Rent,Credit Card
2025-12-04,Employer paycheck,139.56,Salary,Savings
2025-12-04,Weekly grocery run,258.49,Groceries,Savings
2025-12-04,Electricity bill payment,-246.62,Utilities,Savings
2025-12-04,Housing rent transfer,-282.0,Rent,Credit Card
2025-12-04,Weekly grocery run,188.29,Groceries,Savings
2025-12-04,Phone bill payment,50.56,Utilities,Savings
2025-12-04,Landlord payment,380.2,Rent,Credit Card
2025-12-04,Landlord payment,145.11,Rent,Credit Card
2025-12-04,Wages direct deposit,456.03,Salary,Checking
2025-12-04,Electricity bill payment,352.86,Utilities,Checking
2025-12-04,Convenience store purchase,-72.93,Groceries,Checking
2025-12-04,Employer paycheck,-310.0,Salary,Credit Card
2025-12-04,Restaurant dining,196.11,Entertainment,Savings
2025-12-04,Wages direct deposit,-347.69,Salary,Credit Card
2025-12-04,Freelance income,-325.3,Salary,Credit Card
2025-12-04,Housing rent transfer,72.72,Rent,Savings
2025-12-04,Weekly grocery run,-282.81,Groceries,Savings
2025-12-04,Convenience store purchase,322.52,Groceries,Checking
2025-12-04,Water utility payment,252.52,Utilities,Savings
2025-12-04,Payroll deposit,264.98,Unspecified,Credit Card
2025-12-04,Unspecified,271.62,Salary,Checking
2025-12-04,Gas bill payment,-200.6,Utilities,Savings
2025-12-04,Convenience store purchase,180.0,Unspecified,Checking
2025-12-04,Internet service bill,8235.0,Unspecified,Credit Card
2025-12-04,Rental fee,17.38,Rent,Credit Card
2025-12-04,Food market transaction,-33.0,Groceries,Credit Card
2025-12-04,Unspecified,-452.15,Entertainment,Savings
2025-12-04,Freelance income,116.28,Salary,Savings
2025-12-04,Payroll deposit,-480.73,Salary,Checking
2025-12-04,Concert ticket purchase,225.28,Unspecified,Savings
2025-12-04,Monthly rent payment,-306.28,Rent,Unspecified
2025-12-04,Rental fee,17.38,Rent,Credit Card
2025-12-04,Salary payment,-378.28,Salary,Savings
2025-12-04,Monthly rent payment,317.04,Rent,Savings
2025-12-04,Internet service bill,83.08,Utilities,Savings
2025-12-04,Gas bill payment,40.15,Utilities,Credit Card
2025-12-04,Movie theater tickets,41116.0,Entertainment,Credit Card
2025-12-04,Food market transaction,-456.71,Unspecified,Credit Card
2025-12-04,Weekly grocery run,-177.65,Groceries,Savings
2025-12-04,Grocery store purchase,12.0,Groceries,Checking
2025-12-04,Monthly rent payment,-499.21,Unspecified,Credit Card
2025-12-04,Streaming service subscription,-391.96,Entertainment,Checking
2025-12-04,Water utility payment,-264.95,Utilities,Checking
2025-12-04,Monthly rent payment,-281.34,Rent,Checking
2025-12-04,Food market transaction,-499.48,Groceries,Checking
2025-12-04,Gas bill payment,-389.11,Utilities,Checking
2025-12-04,Monthly rent payment,283.17,Rent,Unspecified
2025-12-04,Employer paycheck,221.0,Unspecified,Savings
2025-12-04,Monthly rent payment,-477.88,Rent,Savings
2025-12-04,Housing rent transfer,473.81,Rent,Credit Card
2025-12-04,Water utility payment,82.9,Utilities,Checking
2025-12-04,Monthly rent payment,91.02,Rent,Savings
2025-12-04,Water utility payment,-426.8,Utilities,Checking
2025-12-04,Phone bill payment,-320.35,Utilities,Checking
2025-12-04,Internet service bill,152.88,Utilities,Checking
2025-12-04,Movie theater tickets,477.04,Entertainment,Credit Card
2025-12-04,Employer paycheck,-63.15,Salary,Checking
2025-12-05,Employer paycheck,-161.79,Salary,Credit Card
2025-12-05,Unspecified,248.53,Utilities,Checking
2025-12-05,Movie theater tickets,-171.58,Entertainment,Savings
2025-12-05,Restaurant dining,-4691.0,Entertainment,Credit Card
2025-12-05,Employer paycheck,83.92,Unspecified,Checking
2025-12-05,Weekly grocery run,-445.82,Groceries,Checking
2025-12-05,Water utility payment,-384.63,Utilities,Savings
2025-12-05,Electricity bill payment,-254.21,Utilities,Credit Card
2025-12-05,Salary payment,-348.96,Salary,Checking
2025-12-05,Unspecified,-253.65,Rent,Checking
2025-12-05,Salary payment,-163.0,Unspecified,Savings
2025-12-05,Freelance income,-213.93,Salary,Savings
2025-12-05,Restaurant dining,304.67,Entertainment,Checking
2025-12-05,Weekly grocery run,-19.0,Groceries,Savings
2025-12-05,Electricity bill payment,-268.44,Utilities,Checking
2025-12-05,Food market transaction,-331.68,Groceries,Credit Card
2025-12-05,Monthly rent payment,-498.6,Rent,Savings
2025-12-05,Employer paycheck,384.89,Salary,Unspecified
2025-12-05,Employer paycheck,-43.92,Salary,Credit Card
2025-12-05,Restaurant dining,-83.26,Entertainment,Checking
2025-12-05,Unspecified,-383.82,Rent,Credit Card
2025-12-05,Housing rent transfer,-232.0,Rent,Checking
2025-12-05,Payroll deposit,158.78,Salary,Credit Card
2025-12-05,Weekly grocery run,138.29,Groceries,Checking
2025-12-05,Convenience store purchase,457.66,Groceries,Credit Card
2025-12-05,Housing rent transfer,-446.77,Rent,Unspecified
2025-12-05,Payroll deposit,-88.0,Salary,Credit Card
2025-12-05,Freelance income,70.64,Salary,Credit Card
2025-12-05,Wages direct deposit,176.91,Salary,Savings
2025-12-05,Restaurant dining,-235.44,Entertainment,Unspecified
2025-12-05,Housing rent transfer,244.49,Rent,Savings
2025-12-05,Streaming service subscription,345.92,Entertainment,Credit Card
2025-12-05,Housing rent transfer,230.77,Rent,Credit Card
2025-12-05,Supermarket shopping,-258.39,Unspecified,Savings
2025-12-05,Wages direct deposit,193.73,Salary,Checking
2025-12-05,Movie theater tickets,-392.2,Entertainment,Savings
2025-12-05,Internet service bill,-49.28,Utilities,Checking
2025-12-05,Salary payment,421.2,Salary,Checking
2025-12-05,Apartment lease payment,-33413.0,Rent,Savings
2025-12-05,Freelance income,-458.09,Salary,Credit Card
2025-12-05,Water utility payment,-140.79,Utilities,Checking
2025-12-05,Employer paycheck,-161.79,Salary,Credit Card
2025-12-05,Restaurant dining,-42.85,Unspecified,Checking
2025-12-05,Landlord payment,81.95,Rent,Checking
2025-12-05,Supermarket shopping,446.95,Groceries,Checking
2025-12-05,Movie theater tickets,-69.15,Unspecified,Credit Card
2025-12-05,Weekly grocery run,-463.02,Groceries,Checking
2025-12-05,Weekly grocery run,-154.9,Groceries,Unspecified
2025-12-05,Apartment lease payment,-8.13,Rent,Savings
2025-12-05,Streaming service subscription,-23694.0,Entertainment,Checking
2025-12-05,Food market transaction,90.45,Groceries,Checking
2025-12-05,Landlord payment,383.0,Rent,Checking
2025-12-05,Rental fee,162.45,Rent,Credit Card
2025-12-05,Monthly rent payment,-240.54,Unspecified,Checking
2025-12-05,Housing rent transfer,-446.77,Rent,Unspecified
2025-12-05,Wages direct deposit,392.91,Salary,Unspecified
2025-12-05,Movie theater tickets,78.83,Entertainment,Credit Card
2025-12-05,Streaming service subscription,-78.25,Entertainment,Checking
2025-12-05,Convenience store purchase,-335.8,Unspecified,Checking
2025-12-05,Movie theater tickets,68.53,Entertainment,Checking
2025-12-05,Convenience store purchase,-478.0,Groceries,Checking
2025-12-05,Restaurant dining,304.67,Entertainment,Checking
2025-12-05,Housing rent transfer,-170.07,Rent,Credit Card
2025-12-05,Salary payment,-451.44,Salary,Savings
2025-12-05,Weekly grocery run,186.63,Groceries,Savings
2025-12-05,Amusement park visit,-268.78,Entertainment,Checking
2025-12-05,Wages direct deposit,-393.94,Salary,Credit Card
2025-12-05,Grocery store purchase,22152.0,Groceries,Credit Card
2025-12-05,Internet service bill,-254.9,Utilities,Savings
2025-12-05,Electricity bill payment,298.16,Unspecified,Unspecified
2025-12-05,Salary payment,145.03,Salary,Checking
2025-12-05,Monthly rent payment,-32498.0,Rent,Checking
2025-12-05,Internet service bill,-12.11,Utilities,Savings
2025-12-05,Freelance income,417.57,Salary,Unspecified
2025-12-05,Unspecified,29.0,Salary,Savings
2025-12-05,Amusement park visit,-60.98,Unspecified,Savings
2025-12-05,Grocery store purchase,94.94,Unspecified,Savings
2025-12-05,Landlord payment,-362.97,Rent,Checking
2025-12-05,Apartment lease payment,-127.99,Rent,Credit Card
2025-12-05,Supermarket shopping,276.02,Groceries,Credit Card
2025-12-05,Payroll deposit,-88.0,Salary,Credit Card
2025-12-05,Weekly grocery run,436.05,Groceries,Checking
2025-12-05,Employer paycheck,346.55,Salary,Checking
2025-12-05,Streaming service subscription,90.2,Entertainment,Credit Card
2025-12-05,Convenience store purchase,-74.96,Groceries,Credit Card
2025-12-05,Payroll deposit,386.31,Salary,Credit Card
2025-12-05,Internet service bill,362.53,Utilities,Savings
2025-12-05,Gas bill payment,-37.0,Utilities,Savings
2025-12-05,Unspecified,-117.0,Unspecified,Credit Card
2025-12-05,Unspecified,198.54,Utilities,Savings
2025-12-05,Freelance income,-180.81,Unspecified,Savings
2025-12-05,Landlord payment,403.23,Rent,Credit Card
2025-12-05,Amusement park visit,-63.51,Entertainment,Savings
2025-12-05,Housing rent transfer,445.53,Rent,Savings
2025-12-05,Food market transaction,334.53,Groceries,Credit Card
2025-12-05,Employer paycheck,134.05,Salary,Credit Card
2025-12-05,Electricity bill payment,-268.44,Utilities,Checking
2025-12-05,Rental fee,425.9,Rent,Credit Card
2025-12-05,Employer paycheck,166.65,Salary,Checking
2025-12-05,Gas bill payment,-29482.0,Utilities,Savings
2025-12-05,Restaurant dining,-301.65,Entertainment,Checking
2025-12-05,Restaurant dining,471.74,Entertainment,Savings
2025-12-05,Housing rent transfer,20.63,Rent,Checking
2025-12-05,Streaming service subscription,191.96,Entertainment,Checking
2025-12-05,Grocery store purchase,-177.89,Groceries,Checking
2025-12-05,Salary payment,-99.54,Salary,Savings
2025-12-05,Payroll deposit,81.82,Unspecified,Credit Card
2025-12-05,Wages direct deposit,246.14,Salary,Savings
2025-12-05,Amusement park visit,-310.71,Entertainment,Savings
2025-12-05,Wages direct deposit,12.79,Salary,Savings
2025-12-05,Streaming service subscription,-429.53,Entertainment,Checking
2025-12-05,Movie theater tickets,132.99,Entertainment,Unspecified
2025-12-05,Employer paycheck,-45854.0,Salary,Credit Card
2025-12-05,Apartment lease payment,284.06,Rent,Checking
2025-12-05,Freelance income,417.57,Salary,Unspecified
2025-12-05,Weekly grocery run,11062.0,Groceries,Savings
2025-12-05,Gas bill payment,-77.06,Utilities,Unspecified
2025-12-05,Monthly rent payment,-262.16,Rent,Checking
2025-12-05,Housing rent transfer,397.52,Rent,Checking
2025-12-05,Electricity bill payment,319.88,Utilities,Credit Card
2025-12-05,Concert ticket purchase,495.05,Rent,Savings
2025-12-05,Apartment lease payment,8504.0,Rent,Checking
2025-12-05,Apartment lease payment,311.86,Unspecified,Checking
2025-12-05,Housing rent transfer,-1073.0,Rent,Checking
2025-12-05,Salary payment,20.67,Salary,Credit Card
2025-12-05,Salary payment,-87.58,Salary,Credit Card
2025-12-05,Freelance income,-35942.0,Salary,Credit Card
2025-12-05,Landlord payment,421.39,Rent,Credit Card
2025-12-05,Electricity bill payment,-430.66,Unspecified,Checking
2025-12-05,Grocery store purchase,471.64,Groceries,Savings
2025-12-05,Salary payment,7879.0,Unspecified,Checking
2025-12-05,Payroll deposit,81.82,Unspecified,Credit Card
2025-12-05,Freelance income,-385.77,Salary,Savings
2025-12-05,Amusement park visit,32.45,Entertainment,Credit Card
2025-12-05,Amusement park visit,-453.87,Entertainment,Credit Card
2025-12-05,Food market transaction,264.54,Unspecified,Savings
2025-12-05,Internet service bill,280.34,Utilities,Checking
2025-12-05,Food market transaction,-36.92,Groceries,Savings
2025-12-05,Supermarket shopping,-123.12,Unspecified,Savings
2025-12-05,Freelance income,-26.67,Salary,Credit Card
2025-12-05,Weekly grocery run,-298.0,Groceries,Checking
2025-12-05,Phone bill payment,-292.94,Utilities,Savings
2025-12-05,Restaurant dining,-301.65,Entertainment,Checking
2025-12-05,Restaurant dining,-304.75,Entertainment,Savings
2025-12-05,Internet service bill,-1.37,Utilities,Credit Card
2025-12-05,Electricity bill payment,-271.56,Utilities,Credit Card
2025-12-05,Landlord payment,-183.23,Rent,Checking
2025-12-05,Grocery store purchase,372.69,Unspecified,Credit Card
2025-12-05,Gas bill payment,485.64,Utilities,Checking
2025-12-05,Streaming service subscription,121.0,Entertainment,Credit Card
2025-12-05,Internet service bill,450.28,Utilities,Savings
2025-12-05,Payroll deposit,158.78,Salary,Credit Card
2025-12-05,Water utility payment,363.1,Utilities,Credit Card
2025-12-05,Payroll deposit,412.37,Unspecified,Checking
2025-12-05,Gas bill payment,286.3,Unspecified,Checking
2025-12-05,Apartment lease payment,-291.01,Rent,Checking
2025-12-05,Grocery store purchase,192.0,Groceries,Checking
2025-12-05,Food market transaction,36.68,Groceries,Credit Card
2025-12-05,Employer paycheck,164.47,Salary,Savings
2025-12-05,Unspecified,459.06,Groceries,Checking
2025-12-05,Rental fee,-401.87,Rent,Credit Card
2025-12-05,Freelance income,240.85,Salary,Savings
2025-12-05,Internet service bill,-253.45,Utilities,Checking
2025-12-05,Apartment lease payment,8504.0,Rent,Checking
2025-12-05,Amusement park visit,-167.0,Entertainment,Savings
2025-12-05,Internet service bill,-241.0,Utilities,Credit Card
2025-12-05,Freelance income,-28.41,Salary,Checking
2025-12-05,Internet service bill,239.73,Utilities,Credit Card
2025-12-05,Water utility payment,-130.59,Utilities,Savings
2025-12-05,Concert ticket purchase,397.57,Entertainment,Credit Card
2025-12-05,Amusement park visit,112.27,Entertainment,Credit Card
2025-12-05,Streaming service subscription,-23694.0,Entertainment,Checking
2025-12-05,Rental fee,80.84,Rent,Credit Card
2025-12-05,Water utility payment,42495.0,Utilities,Savings
2025-12-05,Amusement park visit,96.78,Entertainment,Savings
2025-12-05,Grocery store purchase,-316.16,Groceries,Checking
2025-12-05,Wages direct deposit,79.05,Salary,Savings
2025-12-05,Restaurant dining,-231.57,Entertainment,Credit Card
2025-12-05,Internet service bill,69.05,Utilities,Credit Card
2025-12-05,Water utility payment,-47.81,Utilities,Credit Card
2025-12-05,Rental fee,-458.68,Rent,Credit Card
2025-12-05,Landlord payment,-362.97,Rent,Checking
2025-12-05,Concert ticket purchase,115.83,Entertainment,Credit Card
2025-12-05,Electricity bill payment,-225.09,Utilities,Checking
2025-12-05,Electricity bill payment,262.16,Utilities,Checking
2025-12-05,Monthly rent payment,-219.53,Rent,Savings
2025-12-05,Electricity bill payment,-330.65,Utilities,Savings
2025-12-06,Freelance income,-318.73,Salary,Checking
2025-12-06,Water utility payment,-1944.0,Utilities,Savings
2025-12-06,Wages direct deposit,499.15,Salary,Credit Card
2025-12-06,Payroll deposit,-343.0,Unspecified,Credit Card
2025-12-06,Freelance income,-74.53,Salary,Savings
2025-12-06,Landlord payment,442.84,Rent,Credit Card
2025-12-06,Supermarket shopping,-224.91,Unspecified,Credit Card
2025-12-06,Employer paycheck,-187.1,Unspecified,Checking
2025-12-06,Wages direct deposit,66.56,Salary,Credit Card
2025-12-06,Rental fee,-264.37,Rent,Credit Card
2025-12-06,Supermarket shopping,50.0,Groceries,Savings
2025-12-06,Freelance income,276.56,Salary,Credit Card
2025-12-06,Salary payment,271.5,Salary,Unspecified
2025-12-06,Grocery store purchase,38.81,Groceries,Savings
2025-12-06,Grocery store purchase,-415.21,Groceries,Savings
2025-12-06,Movie theater tickets,-415.11,Entertainment,Checking
2025-12-06,Supermarket shopping,375.01,Groceries,Credit Card
2025-12-06,Payroll deposit,-80.0,Salary,Credit Card
2025-12-06,Landlord payment,207.08,Rent,Checking
2025-12-06,Internet service bill,395.63,Utilities,Savings
2025-12-06,Grocery store purchase,-126.49,Groceries,Credit Card
2025-12-06,Payroll deposit,323.44,Salary,Checking
2025-12-06,Phone bill payment,369.78,Utilities,Credit Card
2025-12-06,Landlord payment,424.3,Rent,Checking
2025-12-06,Amusement park visit,-279.23,Entertainment,Savings
2025-12-06,Amusement park visit,-235.67,Entertainment,Checking
2025-12-06,Movie theater tickets,-169.86,Entertainment,Savings
2025-12-06,Grocery store purchase,-80.63,Groceries,Checking
2025-12-06,Unspecified,-120.58,Unspecified,Checking
2025-12-06,Phone bill payment,383.29,Utilities,Checking
2025-12-06,Freelance income,375.58,Salary,Checking
2025-12-06,Wages direct deposit,60.15,Unspecified,Credit Card
2025-12-06,Movie theater tickets,-333.59,Entertainment,Credit Card
2025-12-06,Electricity bill payment,277.56,Utilities,Unspecified
2025-12-06,Monthly rent payment,354.06,Rent,Savings
2025-12-06,Housing rent transfer,-185.53,Rent,Checking
2025-12-06,Electricity bill payment,-373.17,Utilities,Credit Card
2025-12-06,Phone bill payment,-464.33,Utilities,Savings
2025-12-06,Housing rent transfer,127.0,Rent,Savings
2025-12-06,Freelance income,440.78,Salary,Checking
2025-12-06,Employer paycheck,284.1,Salary,Savings
2025-12-06,Grocery store purchase,-17883.0,Groceries,Credit Card
2025-12-06,Freelance income,-74.53,Salary,Savings
2025-12-06,Salary payment,-155.44,Salary,Checking
2025-12-06,Grocery store purchase,384.82,Groceries,Savings
2025-12-06,Phone bill payment,-482.61,Utilities,Savings
2025-12-06,Streaming service subscription,-111.0,Entertainment,Savings
2025-12-06,Movie theater tickets,338.83,Unspecified,Checking
2025-12-06,Convenience store purchase,7.47,Groceries,Credit Card
2025-12-06,Electricity bill payment,288.83,Utilities,Savings
2025-12-06,Housing rent transfer,-370.58,Rent,Savings
2025-12-06,Electricity bill payment,-260.86,Unspecified,Credit Card
2025-12-06,Weekly grocery run,212.81,Groceries,Checking
2025-12-06,Amusement park visit,-359.17,Entertainment,Credit Card
2025-12-06,Salary payment,-368.11,Unspecified,Savings
2025-12-06,Unspecified,-105.85,Entertainment,Savings
2025-12-06,Phone bill payment,-239.79,Utilities,Savings
2025-12-06,Internet service bill,381.27,Utilities,Checking
2025-12-06,Food market transaction,-339.03,Groceries,Savings
2025-12-06,Payroll deposit,356.78,Salary,Checking
2025-12-06,Salary payment,-90.46,Salary,Credit Card
2025-12-06,Monthly rent payment,-437.59,Rent,Credit Card
2025-12-06,Landlord payment,-364.39,Rent,Savings
2025-12-06,Housing rent transfer,-435.0,Rent,Savings
2025-12-06,Convenience store purchase,19.82,Groceries,Savings
2025-12-06,Rental fee,489.75,Rent,Checking
2025-12-06,Grocery store purchase,330.94,Groceries,Savings
2025-12-06,Wages direct deposit,-201.65,Unspecified,Checking
2025-12-06,Landlord payment,202.4,Rent,Credit Card
2025-12-06,Convenience store purchase,-59.2,Unspecified,Checking
2025-12-06,Electricity bill payment,-380.65,Utilities,Savings
2025-12-06,Wages direct deposit,80.0,Salary,Savings
2025-12-06,Salary payment,-94.74,Salary,Unspecified
2025-12-06,Salary payment,86.0,Unspecified,Unspecified
2025-12-06,Housing rent transfer,16.97,Rent,Savings
2025-12-06,Concert ticket purchase,-16.09,Entertainment,Credit Card
2025-12-06,Rental fee,84.38,Rent,Checking
2025-12-06,Food market transaction,180.0,Groceries,Checking
2025-12-06,Salary payment,-198.68,Salary,Credit Card
2025-12-06,Rental fee,265.75,Rent,Credit Card
2025-12-06,Concert ticket purchase,365.43,Entertainment,Credit Card
2025-12-06,Monthly rent payment,-74.85,Rent,Unspecified
2025-12-06,Water utility payment,424.0,Utilities,Credit Card
2025-12-06,Streaming service subscription,482.07,Entertainment,Credit Card
2025-12-06,Amusement park visit,127.09,Entertainment,Credit Card
2025-12-06,Streaming service subscription,194.02,Entertainment,Savings
2025-12-06,Concert ticket purchase,-350.7,Entertainment,Checking
2025-12-06,Payroll deposit,177.54,Salary,Savings
2025-12-06,Concert ticket purchase,-461.71,Entertainment,Credit Card
2025-12-06,Supermarket shopping,375.01,Groceries,Credit Card
2025-12-06,Unspecified,-102.85,Rent,Checking
2025-12-06,Rental fee,-76.2,Rent,Checking
2025-12-06,Gas bill payment,299.43,Utilities,Savings
2025-12-06,Convenience store purchase,319.41,Groceries,Unspecified
2025-12-06,Internet service bill,395.63,Utilities,Savings
2025-12-06,Employer paycheck,-13.51,Salary,Credit Card
2025-12-06,Apartment lease payment,30.76,Rent,Savings
2025-12-06,Monthly rent payment,173.0,Rent,Credit Card
2025-12-06,Freelance income,-43647.0,Salary,Savings
2025-12-06,Rental fee,322.52,Unspecified,Credit Card
2025-12-06,Apartment lease payment,-15178.0,Rent,Savings
2025-12-06,Payroll deposit,362.95,Salary,Savings
2025-12-06,Gas bill payment,64.0,Utilities,Credit Card
2025-12-06,Weekly grocery run,306.31,Unspecified,Unspecified
2025-12-06,Freelance income,31802.0,Salary,Unspecified
2025-12-06,Weekly grocery run,447.43,Groceries,Checking
2025-12-06,Amusement park visit,-103.87,Entertainment,Credit Card
2025-12-06,Internet service bill,-62.13,Utilities,Savings
2025-12-06,Electricity bill payment,-371.62,Unspecified,Savings
2025-12-06,Weekly grocery run,300.9,Groceries,Checking
2025-12-06,Monthly rent payment,187.8,Rent,Savings
2025-12-06,Streaming service subscription,116.07,Unspecified,Credit Card
2025-12-06,Wages direct deposit,-419.79,Salary,Checking
2025-12-06,Landlord payment,-417.08,Rent,Savings
2025-12-06,Water utility payment,-298.04,Utilities,Savings
2025-12-06,Rental fee,-1.47,Unspecified,Credit Card
2025-12-06,Salary payment,-329.33,Salary,Checking
2025-12-06,Freelance income,358.27,Unspecified,Credit Card
2025-12-06,Gas bill payment,107.0,Utilities,Savings
2025-12-06,Convenience store purchase,-236.45,Groceries,Checking
2025-12-06,Landlord payment,-153.77,Rent,Savings
2025-12-06,Streaming service subscription,-242.56,Entertainment,Checking
2025-12-06,Freelance income,100.62,Salary,Checking
2025-12-06,Water utility payment,-298.04,Utilities,Savings
2025-12-06,Weekly grocery run,484.25,Groceries,Credit Card
2025-12-06,Payroll deposit,-282.46,Unspecified,Savings
2025-12-06,Concert ticket purchase,-400.03,Unspecified,Credit Card
2025-12-06,Convenience store purchase,178.57,Groceries,Credit Card
2025-12-06,Freelance income,15898.0,Unspecified,Checking
2025-12-06,Unspecified,-24575.0,Utilities,Credit Card
2025-12-06,Unspecified,311.14,Utilities,Checking
2025-12-06,Apartment lease payment,343.94,Rent,Savings
2025-12-06,Water utility payment,4.21,Utilities,Credit Card
2025-12-06,Salary payment,-396.04,Salary,Savings
2025-12-06,Internet service bill,-390.0,Utilities,Savings
2025-12-06,Grocery store purchase,393.88,Unspecified,Checking
2025-12-06,Electricity bill payment,-464.9,Utilities,Unspecified
2025-12-06,Grocery store purchase,45.99,Unspecified,Checking
2025-12-06,Convenience store purchase,-314.88,Groceries,Credit Card
2025-12-06,Rental fee,489.75,Rent,Checking
2025-12-06,Gas bill payment,-203.35,Utilities,Checking
2025-12-06,Grocery store purchase,-249.81,Groceries,Checking
2025-12-06,Gas bill payment,468.45,Unspecified,Checking
2025-12-06,Supermarket shopping,-186.87,Unspecified,Savings
2025-12-06,Housing rent transfer,-496.68,Rent,Savings
2025-12-06,Grocery store purchase,-24971.5,Groceries,Credit Card
2025-12-06,Unspecified,13.55,Groceries,Savings
2025-12-06,Movie theater tickets,-374.34,Entertainment,Credit Card
2025-12-06,Amusement park visit,-359.17,Entertainment,Credit Card
2025-12-06,Internet service bill,222.54,Unspecified,Checking
2025-12-06,Amusement park visit,172.62,Entertainment,Savings
2025-12-06,Grocery store purchase,-222.47,Groceries,Savings
2025-12-06,Landlord payment,-167.42,Rent,Credit Card
2025-12-06,Restaurant dining,-392.6,Entertainment,Credit Card
2025-12-06,Employer paycheck,-268.31,Salary,Checking
2025-12-06,Supermarket shopping,-100.04,Unspecified,Savings
2025-12-06,Housing rent transfer,222.03,Rent,Savings
